file_name,relative_path,absolute_path,extension,file_role_guess,year_guess,period_guess,size_bytes,modified_time,sha256
2024__e7a19bdbcc__Q2E_2024.pdf,MoF_Web_Crawl\2024__e7a19bdbcc__Q2E_2024.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__e7a19bdbcc__Q2E_2024.pdf,.pdf,unknown,2024.0,,1031227,2026-06-14T06:34:52,70d0da2ca02975edcfd153f83b7dd87e0f1e2fa27ce4c98ade18d0c31a32c571
2024__ea14d15594__Q3E_2024-F.pdf,MoF_Web_Crawl\2024__ea14d15594__Q3E_2024-F.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__ea14d15594__Q3E_2024-F.pdf,.pdf,unknown,2024.0,,1012800,2026-06-14T06:34:56,4ee5629947c04eb31a666a4f7d1fa6d78e8e62827cd7d01578a9f55ad431b1bb
2024__End-Year_Annual__271e72f091__END-Bud_2024_Eng_290625_FINAL.pdf,MoF_Web_Crawl\2024__End-Year_Annual__271e72f091__END-Bud_2024_Eng_290625_FINAL.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__End-Year_Annual__271e72f091__END-Bud_2024_Eng_290625_FINAL.pdf,.pdf,unknown,2024.0,End-Year/Annual,3674938,2026-06-14T06:35:03,69095083ec2b19acf9ab70cefeb9048dccc56126ba2470b853c968049ce864c8
2024__End-Year_Annual__5532e49c7a__Q4E_2024-_Final_En.pdf,MoF_Web_Crawl\2024__End-Year_Annual__5532e49c7a__Q4E_2024-_Final_En.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__End-Year_Annual__5532e49c7a__Q4E_2024-_Final_En.pdf,.pdf,unknown,2024.0,End-Year/Annual,1054733,2026-06-14T06:34:59,b3c43e616ccd800c0a795d2a4f44e663b0bdb72af98f349eff1ca55bff7aa778
2024__End-Year_Annual__c45b1b993f__infoE_Q4-2024_Final.pdf,MoF_Web_Crawl\2024__End-Year_Annual__c45b1b993f__infoE_Q4-2024_Final.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__End-Year_Annual__c45b1b993f__infoE_Q4-2024_Final.pdf,.pdf,infographic_or_visual_summary,2024.0,End-Year/Annual,1345726,2026-06-14T06:35:01,b40a2ab0f8e15cf3bb6eecb0148627de6f9ff0edb0ee4ee9c55ceedca52f12a7
2025__57ddb5efeb__info_EN_-_Q3_-_2025.pdf,MoF_Web_Crawl\2025__57ddb5efeb__info_EN_-_Q3_-_2025.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__57ddb5efeb__info_EN_-_Q3_-_2025.pdf,.pdf,infographic_or_visual_summary,2025.0,,580282,2026-06-14T06:34:41,017d86b374ab8413056919a507ee3e72edec4a1942e0856b16b6bb603c9be8f0
2025__94c0df8a3f__Mid-Bud-E2025.pdf,MoF_Web_Crawl\2025__94c0df8a3f__Mid-Bud-E2025.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__94c0df8a3f__Mid-Bud-E2025.pdf,.pdf,unknown,2025.0,,5338309,2026-06-14T06:34:38,836532ab97baeb3c157bbd48bfb451831ce6346666095f769ccdc20fbcb9e7e1
2025__b9bbe8b4ab__info_EN_-_Q4.pdf,MoF_Web_Crawl\2025__b9bbe8b4ab__info_EN_-_Q4.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__b9bbe8b4ab__info_EN_-_Q4.pdf,.pdf,infographic_or_visual_summary,2025.0,,1869578,2026-06-14T06:34:44,b37be360e502e518f0da3783bbe2467ece68471e8515d1c5c52322dbe31ba895
2025__End-Year_Annual__6b697dac3a__Q2E_2025-_Final.pdf,MoF_Web_Crawl\2025__End-Year_Annual__6b697dac3a__Q2E_2025-_Final.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__End-Year_Annual__6b697dac3a__Q2E_2025-_Final.pdf,.pdf,unknown,2025.0,End-Year/Annual,4272623,2026-06-14T06:34:35,adef4a834a16fa6e2f674d8b4df4ae47ffb8512e5b6f15a6a87e00172a1d0808
2025__End-Year_Annual__8d3c1f0d01__Q1E_2025-_Final.pdf,MoF_Web_Crawl\2025__End-Year_Annual__8d3c1f0d01__Q1E_2025-_Final.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__End-Year_Annual__8d3c1f0d01__Q1E_2025-_Final.pdf,.pdf,unknown,2025.0,End-Year/Annual,4285514,2026-06-14T06:34:32,1446764e43f04d4da32cced3afacfafab5a4327a222c621a8bc392705975df36
2025__End-Year_Annual__949af29cad__infoE_Q1-2025_En_Final.pdf,MoF_Web_Crawl\2025__End-Year_Annual__949af29cad__infoE_Q1-2025_En_Final.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__End-Year_Annual__949af29cad__infoE_Q1-2025_En_Final.pdf,.pdf,infographic_or_visual_summary,2025.0,End-Year/Annual,1780895,2026-06-14T06:34:33,65f623abe6b0f78357092d3dc2fa3e6b8077d367ab6dd6974339025b6ee14056
2025__End-Year_Annual__a95afc7d84__info_En_Q2-2025_Final.pdf,MoF_Web_Crawl\2025__End-Year_Annual__a95afc7d84__info_En_Q2-2025_Final.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__End-Year_Annual__a95afc7d84__info_En_Q2-2025_Final.pdf,.pdf,infographic_or_visual_summary,2025.0,End-Year/Annual,1782092,2026-06-14T06:34:37,72f183649e2280f4817c951ff148986f8176758524eafe03dc0e0a93490b414b
2025__Q3__afa9220d9b__Q3_2025_-_En.pdf,MoF_Web_Crawl\2025__Q3__afa9220d9b__Q3_2025_-_En.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__Q3__afa9220d9b__Q3_2025_-_En.pdf,.pdf,unknown,2025.0,,1527763,2026-06-14T06:34:40,70caf97876cf082fd7bcba9c84be4cf254dfd6bb035536fe8d4bd3b88562c977
2025__Q4__47b49b60e2__Q4_2025-_En.pdf,MoF_Web_Crawl\2025__Q4__47b49b60e2__Q4_2025-_En.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2025__Q4__47b49b60e2__Q4_2025-_En.pdf,.pdf,unknown,2025.0,,5052026,2026-06-14T06:34:43,ace5f2c160f8e1b8d622feae788b416a9ff87be39d09a131ff77f6d56c821993
2026__End-Year_Annual__2bc2e04307__info_ENG_Q1-2026_V6_FINAL.pdf,MoF_Web_Crawl\2026__End-Year_Annual__2bc2e04307__info_ENG_Q1-2026_V6_FINAL.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2026__End-Year_Annual__2bc2e04307__info_ENG_Q1-2026_V6_FINAL.pdf,.pdf,infographic_or_visual_summary,2026.0,End-Year/Annual,1173697,2026-06-14T06:34:47,937e92f4d6f0caf9eac82253da2ae342cb99946476ffe07af1a008969ddba65d
2026__Q1__1eb49d31ea__Q1_Eng_2026_V12_FINAL.pdf,MoF_Web_Crawl\2026__Q1__1eb49d31ea__Q1_Eng_2026_V12_FINAL.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2026__Q1__1eb49d31ea__Q1_Eng_2026_V12_FINAL.pdf,.pdf,unknown,2026.0,,5131842,2026-06-14T06:34:46,a54d09f96269986306285d88fde79b2f672f1f2f4af5361c9eec8a699b9ea9fe
End-Year_Annual__c90be2e396__170511_Q1_Report_Final_ZZ.pdf,MoF_Web_Crawl\End-Year_Annual__c90be2e396__170511_Q1_Report_Final_ZZ.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\End-Year_Annual__c90be2e396__170511_Q1_Report_Final_ZZ.pdf,.pdf,unknown,,End-Year/Annual,551254,2026-06-14T06:36:05,7553c1efad7b38081558d42329824bdebaac5d82dcc2f43b6891086b9fe7992c
f70cf2db28__171119_infographic_q3_eng_H.pdf,MoF_Web_Crawl\f70cf2db28__171119_infographic_q3_eng_H.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\f70cf2db28__171119_infographic_q3_eng_H.pdf,.pdf,infographic_or_visual_summary,,,568401,2026-06-14T06:36:03,621ce76b4ee5e95041f71e0439e8cbe5251c2e8ada57625cd2480ca40f6743ce
Q2__87b35c19e8__Q2_English.pdf,MoF_Web_Crawl\Q2__87b35c19e8__Q2_English.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\Q2__87b35c19e8__Q2_English.pdf,.pdf,unknown,,,1596,2026-06-14T06:36:04,93891f75c8a0bab7a34f8ef39f28081d7a4926422863586f7f35d1b94eed8c17
END-Bud-E 2023 F2.pdf,PDF\Data\END-Bud-E 2023 F2.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\END-Bud-E 2023 F2.pdf,.pdf,unknown,2023.0,,2043729,2026-05-16T07:08:04,406cfa2ce312359012e58b340414c098e5643959720cd23053602919a7d74240
Mid-Bud-E 2023 F.pdf,PDF\Data\Mid-Bud-E 2023 F.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Mid-Bud-E 2023 F.pdf,.pdf,unknown,2023.0,,1575326,2026-05-16T07:05:49,71d9615d3867ebf0e13070c78f22395e050e5f5daea95b144f1fd288e1d5a862
Q1E 2023.pdf,PDF\Data\Q1E 2023.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Q1E 2023.pdf,.pdf,unknown,2023.0,,1394967,2026-05-16T07:02:42,383e80b7492a77ffdd308a62b81590d54cb79e6af6fedf772b1ad06a3d742e81
Q2E 2023 F.pdf,PDF\Data\Q2E 2023 F.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Q2E 2023 F.pdf,.pdf,unknown,2023.0,,5796099,2026-05-16T07:04:13,b5a7b17b4d4b3086c419709f46c56aa74658f6c03e8bbb71759c3e24d30feeba
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,.xlsx,budget_performance_report,2023.0,Q3,282170,2026-05-16T07:06:33,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009
Q3E 2023.pdf,PDF\Data\Q3E 2023.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Q3E 2023.pdf,.pdf,unknown,2023.0,,1997764,2026-05-16T07:06:22,055743e5e27b4af7532a7ebbc17fcd8775b05dc054a9670fd61cd64739145199
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,.xlsx,budget_performance_report,2023.0,Q4,456470,2026-05-16T07:07:15,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db
Q4E 2023-140224.pdf,PDF\Data\Q4E 2023-140224.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Q4E 2023-140224.pdf,.pdf,unknown,2023.0,,1476199,2026-05-16T07:06:57,8fdbb4b9e29713dadfb0cb66de1c315a83772a0825635bad80d4ef71a7dcc820
Quarterly Budget Performance Report_Q1_2023.xlsx,PDF\Data\Quarterly Budget Performance Report_Q1_2023.xlsx,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Quarterly Budget Performance Report_Q1_2023.xlsx,.xlsx,budget_performance_report,2023.0,,221859,2026-05-16T07:03:25,ca3b02390734746828aafdb87b9144ca2240fdddf506d0c5faecb2aa760f933b
Quarterly_Budget _Performance_Report_Q2_2023.xlsx,PDF\Data\Quarterly_Budget _Performance_Report_Q2_2023.xlsx,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Data\Quarterly_Budget _Performance_Report_Q2_2023.xlsx,.xlsx,budget_performance_report,2023.0,,532571,2026-05-16T07:04:31,7c7fabbf99f4c212109ac6f80e12080de330555adbd4c6797f26a9dccae16baa
infoE Q1-2023.pdf,PDF\Infographic\infoE Q1-2023.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Infographic\infoE Q1-2023.pdf,.pdf,infographic_or_visual_summary,2023.0,Q1,505659,2026-05-16T07:09:11,2df3d8e3e3090d8b618c5f069174a536050f6841a7656621c302f312ec4cd4a0
infoE Q2-2023F.pdf,PDF\Infographic\infoE Q2-2023F.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Infographic\infoE Q2-2023F.pdf,.pdf,infographic_or_visual_summary,2023.0,Q2,1307865,2026-05-16T07:10:48,c0223334b038b6d4ac2269c3365da2fc53614b50f0e9c73081554047582b034f
infoE Q3-2023.pdf,PDF\Infographic\infoE Q3-2023.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Infographic\infoE Q3-2023.pdf,.pdf,infographic_or_visual_summary,2023.0,Q3,868201,2026-05-16T07:11:55,93f735efd25cba72bbcc4430aa22c7dbf0872b907f9831dcd721175ca3dada68
infoE Q4-2023 140224.pdf,PDF\Infographic\infoE Q4-2023 140224.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Infographic\infoE Q4-2023 140224.pdf,.pdf,infographic_or_visual_summary,2023.0,Q4,570709,2026-05-16T07:12:17,d7558b8fb67622587d233af0269e89675aebf185f8a31f750534d8ef055c5495
infoE Until Q4-2023 140224.pdf,PDF\Infographic\infoE Until Q4-2023 140224.pdf,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\PDF\Infographic\infoE Until Q4-2023 140224.pdf,.pdf,infographic_or_visual_summary,2023.0,Q4,569796,2026-05-16T07:12:43,5c93e9c6298d9aad9122fbea04697a959245441a48894ee864068431c2fec5ad
